cohort_name,AUC,AUC_train,AUPRC,decision_threshold,acc_thr,accuracy_train,precision_train,recall_train,f1_train,TP,TN,FP,FN,0: precision,0: recall,0: f1_score,0: support,1: precision,1: recall,1: f1_score,1: support,macro-avg: precision,macro-avg: recall,macro-avg: f1_score,macro-avg: support,weighted-avg: precision,weighted-avg: recall,weighted-avg: f1_score,weighted-avg: support,accuracy,balanced_accuracy,success_rate,duration,iteration,Specificity
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1.75_0.1_0.99217,0.8007486223269678,0.7857184969378574,0.813808852646062,0.3966693878173828,0.7333333333333333,0.7078571428571429,0.6812682519816438,0.7791030534351145,0.7269085243712441,379,281,146,94,0.7493333333333333,0.65807962529274,0.7007481296758105,427,0.7219047619047619,0.8012684989429175,0.7595190380761524,473,0.7356190476190476,0.7296740621178288,0.7301335838759815,900,0.7349180952380953,0.7333333333333333,0.7316355070906567,900,0.7333333333333333,0.7296740621178288,0,0.146,19.0,0.65807962529274
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1.75_0.25_0.99283,0.7657039872060841,0.7854173620584565,0.7910695999891126,0.49643009901046753,0.7,0.7107142857142857,0.7319641916798315,0.6631679389312977,0.6958698372966207,300,330,97,173,0.6560636182902585,0.7728337236533958,0.7096774193548386,427,0.7556675062972292,0.6342494714587738,0.689655172413793,473,0.7058655622937439,0.7035415975560848,0.6996662958843158,900,0.7084109949872553,0.7,0.699154616240267,900,0.7,0.7035415975560848,0,0.094,16.0,0.7728337236533958
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1.75_0.5_0.98967,0.7829539884438855,0.7763263993701565,0.799676233060355,0.49990272521972656,0.7144444444444444,0.7069047619047619,0.7054631828978623,0.7084923664122137,0.7069745298738396,340,303,124,133,0.694954128440367,0.7096018735362998,0.7022016222479721,427,0.7327586206896551,0.718816067653277,0.7257203842049093,473,0.713856374565011,0.7142089705947884,0.7139610032264407,900,0.7148224893669373,0.7144444444444444,0.7145620382542291,900,0.7144444444444444,0.7142089705947884,0,0.145,18.0,0.7096018735362998
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1.75_0_0.99617,0.7932376430279595,0.782135830878298,0.8141552785103492,0.5423516035079956,0.7277777777777777,0.7019047619047619,0.7403189066059226,0.6202290076335878,0.6749740394600208,308,347,80,165,0.677734375,0.8126463700234192,0.7390841320553782,427,0.7938144329896907,0.6511627906976745,0.7154471544715447,473,0.7357744039948453,0.7319045803605468,0.7272656432634614,900,0.7387408943656929,0.7277777777777777,0.7266615871696523,900,0.7277777777777777,0.7319045803605468,0,0.137,24.0,0.8126463700234192
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1_0.1_0.98267,0.7997682835654624,0.8095131410907614,0.8198320413436693,0.4709375202655792,0.7433333333333333,0.7321428571428571,0.718792248760703,0.7609732824427481,0.7392815758980301,363,306,121,110,0.7355769230769231,0.7166276346604216,0.7259786476868327,427,0.75,0.7674418604651163,0.7586206896551724,473,0.7427884615384616,0.7420347475627689,0.7422996686710026,900,0.7431570512820513,0.7433333333333333,0.7431338541879713,900,0.7433333333333333,0.7420347475627689,0,0.116,16.0,0.7166276346604216
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1_0.25_0.9925,0.8154512281466152,0.8120317443328593,0.8236348635102276,0.4707992970943451,0.7488888888888889,0.7321428571428571,0.719385449615906,0.7595419847328244,0.7389185425852867,367,307,120,106,0.7433414043583535,0.7189695550351288,0.7309523809523809,427,0.7535934291581109,0.7758985200845666,0.7645833333333333,473,0.7484674167582321,0.7474340375598477,0.7477678571428571,900,0.7487294129475593,0.7488888888888889,0.7486273148148148,900,0.7488888888888889,0.7474340375598477,0,0.106,16.0,0.7189695550351288
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1_0.5_0.99567,0.8177659168890584,0.8071022479900154,0.8224505682324448,0.5110846161842346,0.7444444444444445,0.7261904761904762,0.7458419958419958,0.6846374045801527,0.7139303482587065,339,331,96,134,0.7118279569892473,0.775175644028103,0.742152466367713,427,0.7793103448275862,0.7167019027484144,0.7466960352422908,473,0.7455691509084168,0.7459387733882588,0.7444242508050019,900,0.7472937008198409,0.7444444444444445,0.7445403642317966,900,0.7444444444444445,0.7459387733882588,0,0.138,18.0,0.775175644028103
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_1_0_0.99233,0.8086061860366092,0.8123850335964937,0.8146160403737298,0.5895187854766846,0.7255555555555555,0.7261904761904762,0.7727797001153403,0.6393129770992366,0.6997389033942559,299,354,73,174,0.6704545454545454,0.8290398126463701,0.7413612565445026,427,0.803763440860215,0.6321353065539113,0.7076923076923077,473,0.7371089931573802,0.7305875596001407,0.7245267821184052,900,0.7405157760399695,0.7255555555555555,0.7236663534255157,900,0.7255555555555555,0.7305875596001407,0,0.107,17.0,0.8290398126463701
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_2_0.1_0.98333,0.8102747424135148,0.7751514517966505,0.8237854410715315,0.4574824571609497,0.7488888888888889,0.699047619047619,0.6878952122854561,0.7266221374045801,0.7067285382830626,362,312,115,111,0.7375886524822695,0.7306791569086651,0.7341176470588234,427,0.7589098532494759,0.7653276955602537,0.7621052631578947,473,0.7482492528658726,0.7480034262344595,0.7481114551083591,900,0.7487941279965902,0.7488888888888889,0.7488266941864464,900,0.7488888888888889,0.7480034262344595,0,0.123,17.0,0.7306791569086651
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_2_0.25_0.98833,0.7902471146847816,0.7808524928888632,0.8105798899575513,0.5205373764038086,0.7277777777777777,0.7128571428571429,0.7322546972860126,0.6693702290076335,0.6994017946161515,327,328,99,146,0.6919831223628692,0.7681498829039812,0.728079911209767,427,0.7676056338028169,0.6913319238900634,0.7274749721913236,473,0.7297943780828431,0.7297409033970224,0.7277774417005454,900,0.7317269533751972,0.7277777777777777,0.7277619821478518,900,0.7277777777777777,0.7297409033970224,0,0.148,17.0,0.7681498829039812
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_2_0.5_0.98867,0.7681894925509108,0.7904445911821902,0.8040666273556638,0.4930283725261688,0.72,0.7142857142857143,0.7198233562315997,0.6999045801526718,0.7097242380261248,331,317,110,142,0.690631808278867,0.7423887587822015,0.7155756207674944,427,0.7505668934240363,0.6997885835095138,0.724288840262582,473,0.7205993508514517,0.7210886711458576,0.7199322305150382,900,0.722131025249606,0.72,0.7201549016799126,900,0.72,0.7210886711458576,0,0.147,19.0,0.7423887587822015
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.25_2_0_0.9775,0.7797059973956657,0.7812057821524976,0.7960427331952009,0.5168235301971436,0.7066666666666667,0.6997619047619048,0.7243417517463729,0.6431297709923665,0.6813242355319686,305,331,96,168,0.6633266533066132,0.775175644028103,0.7149028077753781,427,0.7605985037406484,0.6448202959830867,0.6979405034324943,473,0.7119625785236308,0.7099979700055948,0.7064216556039362,900,0.7144484147013895,0.7066666666666667,0.7059881744929514,900,0.7066666666666667,0.7099979700055948,0,0.141,18.0,0.775175644028103
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.25_0.1_0.49783,0.9963658148942175,0.997590467448408,0.9809634398957867,0.1258758306503296,0.9766666666666667,0.9719047619047619,0.9574468085106383,0.9875954198473282,0.9722874589008924,468,411,16,5,0.9879807692307693,0.9625292740046838,0.9750889679715302,427,0.9669421487603306,0.9894291754756871,0.9780564263322884,473,0.9774614589955499,0.9759792247401855,0.9765726971519093,900,0.9769238053613054,0.9766666666666667,0.9766485321989065,900,0.9766666666666667,0.9759792247401855,0,0.12,17.0,0.9625292740046838
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.25_0.25_0.3615,0.9946130880175867,0.9965353615795431,0.9791699407489407,0.49858561158180237,0.9677777777777777,0.9702380952380952,0.9790957705396208,0.9608778625954199,0.9699012761858898,455,416,11,18,0.9585253456221198,0.9742388758782201,0.9663182346109175,427,0.9763948497854077,0.9619450317124736,0.9691160809371672,473,0.9674600977037637,0.9680919537953468,0.9677171577740423,900,0.9679167628101588,0.9677777777777777,0.9677886582912687,900,0.9677777777777777,0.9680919537953468,0,0.128,20.0,0.9742388758782201
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.25_0.5_0.3385,0.9947616241935723,0.9965337742721969,0.9781794691097017,0.3415278196334839,0.9688888888888889,0.9738095238095238,0.9706161137440759,0.9770992366412213,0.9738468854018069,459,413,14,14,0.9672131147540983,0.9672131147540983,0.9672131147540983,427,0.9704016913319239,0.9704016913319239,0.9704016913319239,473,0.9688074030430112,0.9688074030430112,0.9688074030430112,900,0.9688888888888889,0.9688888888888889,0.9688888888888889,900,0.9688888888888889,0.9688074030430112,0,0.183,24.0,0.9672131147540983
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.25_0_0.1825,0.9974501289789128,0.9978496520622298,0.9808419064636832,0.45039260387420654,0.9744444444444444,0.9757142857142858,0.9716177861873226,0.9799618320610687,0.9757719714964371,464,413,14,9,0.9786729857819905,0.9672131147540983,0.972909305064782,427,0.9707112970711297,0.9809725158562368,0.9758149316508938,473,0.9746921414265601,0.9740928153051676,0.9743621183578379,900,0.9744886760483935,0.9744444444444444,0.9744363732594831,900,0.9744444444444444,0.9740928153051676,0,0.095,16.0,0.9672131147540983
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.5_0.1_0.77467,0.9628387243713206,0.9587193513627261,0.9254591745084221,0.40405088663101196,0.8944444444444445,0.8845238095238095,0.8689876316994961,0.9050572519083969,0.8866557606917504,427,378,49,46,0.8915094339622641,0.8852459016393442,0.8883666274970623,427,0.8970588235294118,0.9027484143763214,0.8998946259220232,473,0.894284128745838,0.8939971580078327,0.8941306267095428,900,0.8944259464792206,0.8944444444444445,0.8944252311137362,900,0.8944444444444445,0.8939971580078327,0,0.102,16.0,0.8852459016393442
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.5_0.25_0.877,0.9557114635269419,0.9605989500188662,0.9246700660305561,0.4331364929676056,0.8911111111111111,0.8933333333333333,0.8832558139534884,0.9060114503816794,0.8944889307583609,421,381,46,52,0.8799076212471132,0.892271662763466,0.8860465116279069,427,0.9014989293361885,0.8900634249471459,0.8957446808510638,473,0.8907032752916508,0.8911675438553059,0.8908955962394853,900,0.8912550531650383,0.8911111111111111,0.8911434383418549,900,0.8911111111111111,0.8911675438553059,0,0.121,16.0,0.892271662763466
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.5_0.5_0.86783,0.9590386738690209,0.9546102661596958,0.9299822364413844,0.5176395773887634,0.8944444444444445,0.8842857142857142,0.8815165876777251,0.8874045801526718,0.8844507845934378,415,390,37,58,0.8705357142857143,0.9133489461358314,0.8914285714285713,427,0.918141592920354,0.8773784355179705,0.8972972972972973,473,0.8943386536030342,0.8953636908269009,0.8943629343629343,900,0.8955552482792527,0.8944444444444445,0.8945129129129129,900,0.8944444444444445,0.8953636908269009,0,0.16,23.0,0.9133489461358314
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.5_0_0.85983,0.9586376261938596,0.963325037006937,0.9329159562617928,0.5254584550857544,0.9022222222222223,0.8985714285714286,0.9170829170829171,0.8759541984732825,0.8960468521229867,425,387,40,48,0.8896551724137931,0.9063231850117096,0.8979118329466357,427,0.9139784946236559,0.8985200845665962,0.9061833688699361,473,0.9018168335187244,0.9024216347891529,0.9020476009082858,900,0.9024384295307543,0.9022222222222223,0.9022589846041036,900,0.9022222222222223,0.9024216347891529,0,0.146,25.0,0.9063231850117096
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.75_0.1_0.92617,0.9351293007411955,0.9216348630743332,0.9095777994615204,0.47280654311180115,0.87,0.8461904761904762,0.8375232774674115,0.8583015267175572,0.8477851083883129,412,371,56,61,0.8587962962962963,0.8688524590163934,0.8637951105937136,427,0.8803418803418803,0.8710359408033826,0.875664187035069,473,0.8695690883190883,0.869944199909888,0.8697296488143913,900,0.8701196976891422,0.87,0.8700329696567815,900,0.87,0.869944199909888,0,0.137,16.0,0.8688524590163934
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.75_0.25_0.9645,0.9160077436859748,0.9125461679679564,0.8904028791245968,0.519645631313324,0.8377777777777777,0.8252380952380952,0.839481555333998,0.8034351145038168,0.8210628961482205,385,369,58,88,0.8074398249452954,0.8641686182669789,0.8348416289592759,427,0.8690744920993227,0.813953488372093,0.8406113537117904,473,0.8382571585223091,0.839061053319536,0.8377264913355331,900,0.839832266682912,0.8377777777777777,0.8378739398569862,900,0.8377777777777777,0.839061053319536,0,0.15,20.0,0.8641686182669789
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.75_0.5_0.9305,0.919503295027504,0.9195067374394101,0.8974798954413007,0.5772587656974792,0.8422222222222222,0.8321428571428572,0.8717263495456975,0.7781488549618321,0.8222838416939753,377,381,46,96,0.7987421383647799,0.892271662763466,0.8429203539823009,427,0.8912529550827423,0.7970401691331924,0.8415178571428572,473,0.8449975467237612,0.8446559159483292,0.8422191055625791,900,0.8473617120398869,0.8422222222222222,0.8421832639766822,900,0.8422222222222222,0.8446559159483292,0,0.126,16.0,0.892271662763466
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_0.75_0_0.976,0.9210134128166916,0.925190204771718,0.8961402596286316,0.4316868484020233,0.8533333333333334,0.8457142857142858,0.8318056828597616,0.8659351145038168,0.8485273492286115,411,357,70,62,0.8520286396181385,0.8360655737704918,0.8439716312056738,427,0.8544698544698545,0.86892177589852,0.8616352201257861,473,0.8532492470439965,0.852493674834506,0.85280342566573,900,0.8533116336457626,0.8533333333333334,0.8532548284936883,900,0.8533333333333334,0.852493674834506,0,0.124,17.0,0.8360655737704918
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_1.25_0.1_0.97033,0.8651043961756887,0.8656776305764375,0.8534907211651397,0.4749879240989685,0.7911111111111111,0.7747619047619048,0.763519706691109,0.7948473282442748,0.7788686302010285,379,333,94,94,0.7798594847775175,0.7798594847775175,0.7798594847775175,427,0.8012684989429175,0.8012684989429175,0.8012684989429174,473,0.7905639918602175,0.7905639918602175,0.7905639918602174,900,0.7911111111111111,0.7911111111111111,0.7911111111111111,900,0.7911111111111111,0.7905639918602175,0,0.099,17.0,0.7798594847775175
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_0.75_1.25_0.25_0.99017,0.8667580989349957,0.8652355654805096,0.8602677942212825,0.5762014389038086,0.7944444444444444,0.7842857142857143,0.8175026680896478,0.7309160305343512,0.7717884130982369,359,356,71,114,0.7574468085106383,0.8337236533957846,0.7937569676700111,427,0.8348837209302326,0.758985200845666,0.7951273532668882,473,0.7961652647204354,0.7963544271207252,0.7944421604684497,900,0.7981442080378249,0.7944444444444444,0.7944771814337032,900,0.7944444444444444,0.7963544271207252,0,0.123,17.0,0.8337236533957846
